District,Block,School Name,UDISE Code
Zunheboto,Pughoboto,GMS Hebolimi,13040600701
Zunheboto,Pughoboto,GPS Hebolimi Old,13040600703
Zunheboto,Pughoboto,GHS Ighanumi,13040602602
Zunheboto,Pughoboto,GPS Ighanu (Ghaji),13040601803
Zunheboto,Pughoboto,GMS Kichilimi,13040602401
Zunheboto,Pughoboto,GPS Awohumi,13040601501
Zunheboto,Pughoboto,GHS Kilomi,13040603004
Zunheboto,Pughoboto,GPS Kughutomi,13040600401
Zunheboto,Pughoboto,GPS Lazami Izuqa,13040602101
Zunheboto,Pughoboto,GPS Lazami Lazakito,13040601401
Zunheboto,Pughoboto,GHS Lazami,13040601403
Zunheboto,Pughoboto,GPS Laza Iyinu,13040601301
Zunheboto,Pughoboto,GPS Laza Khuluqa,13040603101
Zunheboto,Pughoboto,GMS Mukalimi,13040602801
Zunheboto,Pughoboto,GPS Shesulimi,13040602301
Zunheboto,Pughoboto,GMS Natsumi,13040600901
Zunheboto,Pughoboto,GHSS Pughoboto,13040601005
Zunheboto,Pughoboto,GMS Mishili Phuye,13040601202
Zunheboto,Pughoboto,GPS Heboluqa,13040601008
Zunheboto,Pughoboto,GPS Mishili Phuye,13040601201
Zunheboto,Pughoboto,GPS Mishili Yepaqa,13040601101
Zunheboto,Satakha,GMS Aghuyito,13040500102
Zunheboto,Satakha,GPS Shoixe,13040502901
Zunheboto,Satakha,GPS Zhekiye,13040504001
Zunheboto,Satakha,GMS Kiyekhu,13040501301
Zunheboto,Satakha,GMS Itovi,13040500801
Zunheboto,Satakha,GPS Hokiye,13040500601
Zunheboto,Satakha,GMS Khukiye,13040500901
Zunheboto,Satakha,GPS Lukhai,13040501501
Zunheboto,Satakha,GMS Kulhopu,13040501402
Zunheboto,Satakha,GPS Zungti,13040503901
Zunheboto,Satakha,GPS Xukhepu,13040503601
Zunheboto,Satakha,GMS Ghukiye,13040500201
Zunheboto,Satakha,GPS Nikuto,13040501801
Zunheboto,Satakha,GHS Saptiqa,13040502001
Zunheboto,Satakha,GMS Usutomi,13040503501
Zunheboto,Satakha,GPS Zhevishe,13040503503
Zunheboto,Satakha,GHSS Satakha Town,13040502101
Zunheboto,Satakha,GMS Satakha Old Town,13040502301
Zunheboto,Satakha,GPS Satakha New Colony,13040502201
Zunheboto,Satakha,GPS Momi,13040501601
Zunheboto,Satakha,GMS Satoi Town,13040502601
Zunheboto,Satakha,GMS Ghokhuvi,13040500301
Zunheboto,Satakha,GMS Shena Old,13040502701
Zunheboto,Satakha,GPS Shena New,13040501701
Zunheboto,Satakha,GMS Shoipu,13040502801
Zunheboto,Satakha,GPS Hoishe,13040500501
Zunheboto,Satakha,GPS Nunumi,13040501901
Zunheboto,Satakha,GPS Tukunasami,13040503401
Zunheboto,Satakha,GPS Ghukhui,13040500401
Zunheboto,Satakha,GPS Sukhai,13040503001
Zunheboto,Satakha,GMS Thakiye,13040503101
Zunheboto,Satakha,GMS Tsutoho,13040503302
Zunheboto,Satakha,GHS Xamunuboto,13040501203
Zunheboto,Satakha,GHS Xuivi,13040503803
Zunheboto,Satakha,GPS Kilo Old,13040501101
Zunheboto,Satakha,GPS Vishepu,13040503701
Zunheboto,Zunheboto,GMS A Saghe,13040104501
Zunheboto,Zunheboto,GPS A Saghe M,13040104503
Zunheboto,Zunheboto,GPS A Saghe N,13040104701
Zunheboto,Zunheboto,GMS Amphoto,13040105201
Zunheboto,Zunheboto,GMS Police Reserve,13040103102
Zunheboto,Zunheboto,GPS Natha New,13040102001
Zunheboto,Zunheboto,GPS South Point West,13040105301
Zunheboto,Zunheboto,GHS Asuloto,13040100104
Zunheboto,Zunheboto,GPS Lochomi,13040100301
Zunheboto,Zunheboto,GPS Naltoqa,13040104805
Zunheboto,Zunheboto,GPS Yezami,13040102401
Zunheboto,Zunheboto,GMS Alhahuto,13040105601
Zunheboto,Zunheboto,GMS Baimho,13040102501
Zunheboto,Zunheboto,GPS New Land,13040101701
Zunheboto,Zunheboto,GPS Shotomi,13040101901
Zunheboto,Zunheboto,GMS Dc Hill,13040105401
Zunheboto,Zunheboto,GMS Natha Old,13040102101
Zunheboto,Zunheboto,GPS Dc Hill West,13040105404
Zunheboto,Zunheboto,GHS South Point East,13040105305
Zunheboto,Zunheboto,GMS Kawoto,13040102701
Zunheboto,Zunheboto,GPS Project East Colony,13040105105
Zunheboto,Zunheboto,GPS Lizu Avikato,13040100801
Zunheboto,Zunheboto,GPS Lizu Naghuto,13040102601
Zunheboto,Zunheboto,GPS Lizu New,13040100701
Zunheboto,Zunheboto,GMS Nito Mount,13040102901
Zunheboto,Zunheboto,GMS North Point,13040105901
Zunheboto,Zunheboto,GPS Hekiye,13040100401
Zunheboto,Zunheboto,GPS Khuwoboto,13040105801
Zunheboto,Zunheboto,GMS Phuye New,13040103501
Zunheboto,Zunheboto,GPS Phuye Old,13040103601
Zunheboto,Zunheboto,GHS Sapoti,13040103701
Zunheboto,Zunheboto,GMS Tichipa,13040103802
Zunheboto,Zunheboto,GPS Kholeboto,13040103301
Zunheboto,Zunheboto,GPS Zhekuto,13040104401
Zunheboto,Zunheboto,GMS Sukhalu,13040102201
Zunheboto,Zunheboto,GPS Yemishe,13040102301
Zunheboto,Zunheboto,GHS Suruhuto,13040103901
Zunheboto,Zunheboto,GPS Suruhuto B,13040104001
Zunheboto,Zunheboto,GMS Surumi,13040104102
Zunheboto,Zunheboto,GPS Surumi South,13040104104
Zunheboto,Zunheboto,GMS Medical Colony Suruhuto,13040103401
Zunheboto,Zunheboto,GMS Yehemi,13040104301
Zunheboto,Zunheboto,GPS Kiyetha,13040103201
Zunheboto,Zunheboto,GPS Vedami,13040104601
Zunheboto,Zunheboto,GMS New Colony,13040105503
Zunheboto,Zunheboto,GMS Laghilato,13040104901
Zunheboto,Zunheboto,GMS Old Town Zunheboto,13040105701
Zunheboto,Zunheboto,GPS Project West,13040105106
Zunheboto,Zunheboto,GPS Sheyipu,13040101801
Zunheboto,Zunheboto,GHS Shovishe Memorial Project Colony,13040105101
Zunheboto,Zunheboto,GHSS Zunheboto,13040105704
