District,Block,School Name,UDISE Code
Phek,Meluri,GPS N Akhegwo,13080302303
Phek,Meluri,GHS Kamaleah,13080301802
Phek,Meluri,GMS Mathikru,13080300602
Phek,Meluri,GHS Kanjang,13080300102
Phek,Meluri,GMS Reguri,13080302403
Phek,Meluri,GPS Akhen,13080302801
Phek,Meluri,GHSS Meluri Town,13080302102
Phek,Meluri,GMS Meluri Town,13080302107
Phek,Meluri,GMS Meluri Village,13080300502
Phek,Meluri,GPS Industry Colony Meluri Town,13080302106
Phek,Meluri,GPS Meluri Town,13080302101
Phek,Meluri,GPS Meluri Village,13080300501
Phek,Meluri,GMS Molen,13080302702
Phek,Meluri,GMS Weziho,13080301502
Phek,Meluri,GHS Phokungri,13080301002
Phek,Meluri,GPS Avangkhu,13080302601
Phek,Meluri,GPS Phokhungri,13080301001
Phek,Meluri,GHS Pholary,13080301403
Phek,Meluri,GMS New Phor,13080300802
Phek,Meluri,GPS Lower Phor,13080302201
Phek,Meluri,GHS Phoyisha Yesi,13080302902
Phek,Meluri,GPS Hutsu,13080302901
Phek,Meluri,GPS Kuzatu,13080300301
Phek,Meluri,GPS Yesi,13080300902
Phek,Meluri,GMS Shatuza,13080301202
Phek,Meluri,GHS Sutsu,13080301701
Phek,Meluri,GPS Laruri,13080300401
Phek,Meluri,GPS Sutsu,13080301702
Phek,Meluri,GMS New Thewati,13080300702
Phek,Meluri,GPS Old Thewati,13080301901
Phek,Meluri,GMS Zhipu,13080301602
Phek,Meluri,GPS Moke,13080302001
Phek,Meluri,GPS Washelo,13080301301
Phek,Pfutsero,GHS Mesulumi,13080200202
Phek,Pfutsero,GPS Mesulumi,13080200201
Phek,Pfutsero,GMS Enhulumi,13080200701
Phek,Pfutsero,GMS Old Town Chizami,13080200607
Phek,Pfutsero,Goyiepra Memorial GHS Chizami,13080200604
Phek,Pfutsero,GPS Chizami New Town,13080202704
Phek,Pfutsero,GPS Chizami Village,13080200601
Phek,Pfutsero,GPS Sumi Village,13080200901
Phek,Pfutsero,GHS Khezhakeno,13080200301
Phek,Pfutsero,GPS Khezhakeno,13080200302
Phek,Pfutsero,GPS Komuno,13080200303
Phek,Pfutsero,GHS Kikruma,13080201104
Phek,Pfutsero,GPS Rd Block Kikruma,13080201103
Phek,Pfutsero,GPS Kami,13080202201
Phek,Pfutsero,GPS Lekromi,13080201501
Phek,Pfutsero,GHSS Pfutsero Town,13080201605
Phek,Pfutsero,GMS Pfutseromi,13080200102
Phek,Pfutsero,GHS Rukizu,13080201603
Phek,Pfutsero,GPS Horti Farm Pfutsero,13080201604
Phek,Pfutsero,GPS Kikru Nara,13080201602
Phek,Pfutsero,GHS Pholami,13080200403
Phek,Pfutsero,GPS Phola Basa,13080200401
Phek,Pfutsero,GPS Phola Bawe,13080200402
Phek,Pfutsero,GHS Phusachodu,13080201406
Phek,Pfutsero,GPS Phusachodu A,13080201405
Phek,Pfutsero,GPS Phusachodu Sector,13080201403
Phek,Pfutsero,GHS Porba,13080202003
Phek,Pfutsero,GPS Porba A,13080202001
Phek,Pfutsero,GPS Porba B,13080202002
Phek,Pfutsero,GHS Razheba,13080200501
Phek,Pfutsero,GMS Tsupfuma,13080201902
Phek,Pfutsero,GMS Zavame,13080201302
Phek,Pfutsero,GPS Zeluma,13080201201
Phek,Pfutsero,GHS Sakraba Town,13080202602
Phek,Pfutsero,GMS Sakraba,13080202501
Phek,Pfutsero,GPS Sakraba Town,13080202601
Phek,Pfutsero,GPS Gidemi,13080202301
Phek,Pfutsero,GHS Thetsumi,13080201002
Phek,Pfutsero,GPS Thetsumi,13080201004
Phek,Pfutsero,GHS Zuketsa,13080202401
Phek,Pfutsero,GMS Leshemi,13080200801
Phek,Pfutsero,GMS Zapami,13080201701
Phek,Pfutsero,GPS Lewoza,13080200802
Phek,Pfutsero,GMS Lasumi,13080201801
Phek,Phek,GHS Kutsapo,13080100801
Phek,Phek,GPS Kutsapo B,13080100802
Phek,Phek,GHS Khomi,13080100701
Phek,Phek,GPS Lower Khomi,13080101901
Phek,Phek,GPS Upper Khomi,13080101801
Phek,Phek,GHS Khuza,13080100401
Phek,Phek,GMS Chephoketa,13080100302
Phek,Phek,GPS Metsale,13080101101
Phek,Phek,GMS Kotisu,13080100103
Phek,Phek,GPS Kizari,13080101301
Phek,Phek,GPS Tezatsu,13080101401
Phek,Phek,GHS Losami,13080100904
Phek,Phek,GMS Losa Basa,13080100903
Phek,Phek,GPS Losa Bawe,13080100901
Phek,Phek,GPS Losatephe,13080100905
Phek,Phek,GHS Losaphuhu,13080100501
Phek,Phek,GPS Lanyezho,13080104101
Phek,Phek,GPS Lozaphuhu B,13080100506
Phek,Phek,GHS Phek Town,13080103601
Phek,Phek,GHSS Phek Town,13080103701
Phek,Phek,GMS Kerehuba,13080103401
Phek,Phek,GMS Zion Colony Phek Town,13080103901
Phek,Phek,GPS Jericho 2,13080103801
Phek,Phek,GPS New Colony,13080103101
Phek,Phek,GPS Satheri,13080101001
Phek,Phek,GPS Surhoba,13080102101
Phek,Phek,GHS Sohomi,13080100201
Phek,Phek,GHS Phek Village,13080100602
Phek,Phek,GPS Phek Village,13080100601
Phek,Phek,GMS Phek Basa,13080102004
Phek,Phek,GPS Chosaba,13080102301
Phek,Phek,GMS Tehephu,13080101602
Phek,Phek,GPS Khutsokhuno,13080101701
Phek,Phek,GPS Suthotsu,13080101201
Shamator,Shamator,GMS Chassir,13020400901
Shamator,Shamator,GMS Muleangkiur,13020402201
Shamator,Shamator,GMS Y Anner,13020402001
Shamator,Shamator,GHS Chessore,13020402104
Shamator,Shamator,GPS Chessore A,13020402301
Shamator,Shamator,GMS Chessore B,13020402302
Shamator,Shamator,GPS Assor,13020402304
Shamator,Shamator,GPS Chessore Hq,13020402102
Shamator,Shamator,GPS Keyangru,13020401409
Shamator,Shamator,GPS Kiumehan Khel,13020401410
Shamator,Shamator,GPS New Lapongru,13020401407
Shamator,Shamator,GPS Tujinger Khel,13020401408
Shamator,Shamator,GHS Huker,13020401406
Shamator,Shamator,GMS Aiponger,13020401601
Shamator,Shamator,GPS Huker,13020401402
Shamator,Shamator,GPS Kephor,13020401701
Shamator,Shamator,GPS Kewungthu,13020400104
Shamator,Shamator,GHS Kuthur,13020100202
Shamator,Shamator,GMS Kuthur B,13020100203
Shamator,Shamator,GPS K Wongthu,13020100208
Shamator,Shamator,GPS Kuthur A,13020100201
Shamator,Shamator,GPS Kuthur C,13020100204
Shamator,Shamator,GMS Leangkonger,13020400601
Shamator,Shamator,GMS Nap Sector,13020400406
Shamator,Shamator,GPS Akhilo Khel,13020400413
Shamator,Shamator,GHS Mango,13020401101
Shamator,Shamator,GPS Shipong A,13020401901
Shamator,Shamator,GMS Pungrungru,13020404301
Shamator,Shamator,GMS Rurur B,13020400502
Shamator,Shamator,GPS Huhtangru,13020404401
Shamator,Shamator,GPS Rurur A,13020400501
Shamator,Shamator,GHS Sangkor,13020401203
Shamator,Shamator,GMS Sangphur B,13020400102
Shamator,Shamator,GPS Sangphur A,13020400101
Shamator,Shamator,GPS Yakor,13020400701
Shamator,Shamator,GHSS Shamator,13020400405
Shamator,Shamator,GMS Shamator A,13020400401
Shamator,Shamator,GMS Shamator Village,13020401001
Shamator,Shamator,GPS Shamator B,13020400402
Shamator,Shamator,GPS Shipong Khel,13020400412
Shamator,Shamator,GPS K. Longsor,13020401501
Shamator,Shamator,GPS Shipong B,13020401902
Shamator,Shamator,GMS Sikiur A,13020400201
Shamator,Shamator,GMS Sikiur B,13020400202
Shamator,Shamator,GMS Waphur,13020400301
Shamator,Shamator,GPS Laskiur,13020400801
Shamator,Shamator,GPS Yaye Bridge,13020400503
Shamator,Shamator,GHS Sotokur,13020100104
Shamator,Shamator,GMS Longtoker,13020102001
Shamator,Shamator,GMS Sotokur A,13020100101
Shamator,Shamator,GPS Sotokur B,13020100102
Shamator,Shamator,GPS Sotokur C,13020100103
Shamator,Shamator,GMS Kiutsukiur,13020401801
Tseminyu,Tseminyu,GHS Chunlikha,13070402102
Tseminyu,Tseminyu,GPS Nsunyu,13070402601
Tseminyu,Tseminyu,GPS Likhwenchu,13070404201
Tseminyu,Tseminyu,GHS Kandinu,13070401902
Tseminyu,Tseminyu,GMS Kandinu Upper,13070401903
Tseminyu,Tseminyu,GMS Tsonsa,13070402201
Tseminyu,Tseminyu,GPS Sishunu,13070401801
Tseminyu,Tseminyu,GHS Kasha,13070400902
Tseminyu,Tseminyu,GPS Phenwhenyu,13070402901
Tseminyu,Tseminyu,GPS Kashanyishin,13070403502
Tseminyu,Tseminyu,GPS Kashanyu,13070400901
Tseminyu,Tseminyu,GMS Phenshunyu,13070402502
Tseminyu,Tseminyu,GMS Rumesinyu,13070400201
Tseminyu,Tseminyu,GPS Khenyu,13070402801
Tseminyu,Tseminyu,GHS Sendenyu,13070400502
Tseminyu,Tseminyu,GPS New Sendenyu,13070400601
Tseminyu,Tseminyu,GPS Sendenyu,13070400501
Tseminyu,Tseminyu,GPS Thongsunyu,13070404001
Tseminyu,Tseminyu,GPS Henbenji,13070403402
Tseminyu,Tseminyu,GPS New Terogvunyu,13070403302
Tseminyu,Tseminyu,GPS Terogvunyu,13070402401
Tseminyu,Tseminyu,GPS Khonibinjun,13070403102
Tseminyu,Tseminyu,GHS Tesophenyu,13070401403
Tseminyu,Tseminyu,GMS Tesophenyu Upper,13070403601
Tseminyu,Tseminyu,GPS New Tesophenyu,13070403701
Tseminyu,Tseminyu,GPS Sewanu,13070404101
Tseminyu,Tseminyu,GPS Tesophenyu Lower,13070403201
Tseminyu,Tseminyu,GPS Ziphenyu,13070400301
Tseminyu,Tseminyu,GHS Tseminyu Town,13070401702
Tseminyu,Tseminyu,GPS Adc Hill Tseminyu,13070401703
Tseminyu,Tseminyu,GPS Tseminyu Ward 8,13070401704
Tseminyu,Tseminyu,GHSS Tseminyu,13070401602
Tseminyu,Tseminyu,GPS Tseminyu Old Town,13070401601
Tseminyu,Tseminyu,GPS Tseminyu South Village,13070403801
Tseminyu,Tseminyu,GMS Tseminyu Village,13070401502
Tseminyu,Tseminyu,GPS Ngvuphen,13070404301
Tseminyu,Tseminyu,GPS Zisunyu,13070400801
Tseminyu,Tseminyu,GPS Gukhanyu,13070401201
Tseminyu,Tseminyu,GMS Logwensunyu,13070401001
Tseminyu,Tseminyu,GMS Rengmapani,13070401101
Tseminyu,Tseminyu,GMS Tsosinyu,13070400703
Tseminyu,Tseminyu,GMS Yikhanu,13070400401
Tseminyu,Tseminyu,GPS Ehunu,13070402701
Tuensang,Hakushang,GHS Chingmei,13020501802
Tuensang,Hakushang,GMS Yimpang,13020501902
Tuensang,Hakushang,GPS Taknyu,13020502101
Tuensang,Hakushang,GPS Waoshou,13020502001
Tuensang,Hakushang,GHS Chingmelen,13020100707
Tuensang,Hakushang,GMS Helipong,13020101001
Tuensang,Hakushang,GMS Ngangpong,13020101401
Tuensang,Hakushang,GMS Sipongsang,13020100801
Tuensang,Hakushang,GPS Chingmelen B,13020100702
Tuensang,Hakushang,GPS Helipong B,13020101002
Tuensang,Hakushang,GHS Hakchang,13020101502
Tuensang,Hakushang,GHS Sangsangyu,13020101807
Tuensang,Hakushang,GPS Kejok,13020101301
Tuensang,Hakushang,GPS Keshai,13020102101
Tuensang,Hakushang,GPS Maksha,13020101701
Tuensang,Hakushang,GPS Nyinyem,13020101201
Tuensang,Hakushang,GHS Konya,13020100401
Tuensang,Hakushang,GMS Chendang,13020101101
Tuensang,Hakushang,GPS Chendang Saddle,13020501701
Tuensang,Hakushang,GPS Konya,13020100402
Tuensang,Hakushang,GMS 3Rd Nap Sakshi,13020100605
Tuensang,Hakushang,GPS Buthambou,13020101601
Tuensang,Hakushang,GPS Haak,13020100901
Tuensang,Hakushang,GPS Khudei,13020100501
Tuensang,Hakushang,GPS Mkg-Noksen Road,13020100639
Tuensang,Hakushang,GHS Chaba,13020100635
Tuensang,Hakushang,GHSS Hakushang,13020100634
Tuensang,Hakushang,GHSS Thangjam,13020100620
Tuensang,Hakushang,GHSS Tuensang,13020100611
Tuensang,Hakushang,GMS Post Office,13020100610
Tuensang,Hakushang,GMS Station II,13020100607
Tuensang,Hakushang,GMS Wongtsuwong,13020100603
Tuensang,Hakushang,GHS Tuensang Village,13020100301
Tuensang,Hakushang,GPS K Khel,13020100311
Tuensang,Hakushang,GPS L Khel,13020100302
Tuensang,Hakushang,GPS M Khel,13020100304
Tuensang,Hakushang,GPS U Khel,13020100303
Tuensang,Longkhim,GHS Angangba,13020300603
Tuensang,Longkhim,GMS Lirise,13020300901
Tuensang,Longkhim,GPS Angangba A,13020300601
Tuensang,Longkhim,GPS Angangba B,13020300602
Tuensang,Longkhim,GPS Lirise B,13020300906
Tuensang,Longkhim,GHS Chare,13020300405
Tuensang,Longkhim,GMS Lanutemjen,13020300501
Tuensang,Longkhim,GPS Chare Town,13020300403
Tuensang,Longkhim,GPS New Khel,13020300502
Tuensang,Longkhim,GPS Chungliyimti B,13020300701
Tuensang,Longkhim,GHS Chimonger,13020300103
Tuensang,Longkhim,GMS Nyuli,13020300101
Tuensang,Longkhim,GPS Longdi,13020300102
Tuensang,Longkhim,GHS Chungtor,13020301806
Tuensang,Longkhim,GPS Phoya A,13020301803
Tuensang,Longkhim,GHSS Longkhim,13020302003
Tuensang,Longkhim,GMS Sangsomong,13020301601
Tuensang,Longkhim,GPS Longkhim,13020302005
Tuensang,Longkhim,GHS Longthrok,13020300202
Tuensang,Longkhim,GMS Alemti,13020300802
Tuensang,Longkhim,GPS Chungliyimti,13020300301
Tuensang,Longkhim,GPS New Tsadang,13020300201
Tuensang,Longkhim,GPS Old Tsadang,13020300801
Tuensang,Longkhim,GMS Old Mangakhi,13020301901
Tuensang,Longkhim,GPS New Mangakhi,13020301501
Tuensang,Longkhim,GMS Phir-Ahir,13020301701
Tuensang,Longkhim,GPS Holongba,13020302301
Tuensang,Longkhim,GHS Tonglongsor,13020302203
Tuensang,Longkhim,GPS Longkhipteh,13020301101
Tuensang,Longkhim,GMS Alisopur,13020301402
Tuensang,Longkhim,GMS Tronger A,13020301001
Tuensang,Longkhim,GPS Kiding,13020301301
Tuensang,Longkhim,GPS Singthong Tronger B,13020301002
Tuensang,Longkhim,GMS Yangli,13020301201
Tuensang,Longkhim,GPS Lithsami,13020302101
Tuensang,Longkhim,GPS New Sangsomong,13020303101
Tuensang,Noksen,GHS Ngounchung,13020200503
Tuensang,Noksen,GMS Longdang,13020201201
Tuensang,Noksen,GMS Yali,13020201401
Tuensang,Noksen,GPS Nakshou,13020200601
Tuensang,Noksen,GMS Longra,13020200701
Tuensang,Noksen,GMS Noksen,13020200801
Tuensang,Noksen,GPS Noksen B,13020200803
Tuensang,Noksen,GPS Longra B,13020200702
Tuensang,Noksen,GHS Noksen Town,13020201304
Tuensang,Noksen,GMS Yemrup,13020200101
Tuensang,Noksen,GPS Moadang,13020201302
Tuensang,Noksen,GMS Sangchen,13020201002
Tuensang,Noksen,GPS Lokhung,13020201701
Tuensang,Noksen,GPS Momching,13020201801
Tuensang,Noksen,GPS Saoshou,13020200901
Tuensang,Noksen,GHS Yangpi,13020201101
Tuensang,Noksen,GMS Bhumbak,13020201901
Tuensang,Noksen,GPS Yangpi A,13020201102
Tuensang,Noksen,GPS Yangpi B,13020201103
Tuensang,Noksen,GMS Yokumsang,13020200401
Tuensang,Noksen,GPS Angan,13020200309
Tuensang,Noksen,GPS Kumpong,13020200201
Tuensang,Noksen,GPS Yonyu,13020201501
Wokha,Bhandari,GHS Baghty,13050304101
Wokha,Bhandari,GHSS Bhandari,13050305301
Wokha,Bhandari,GMS Soku,13050302601
Wokha,Bhandari,GMS Yimparasa,13050302801
Wokha,Bhandari,GPS Bhandari Village,13050300902
Wokha,Bhandari,GPS Baghty Town,13050304102
Wokha,Bhandari,GPS Industry Khel Baghty,13050304106
Wokha,Bhandari,GPS Makharong,13050307201
Wokha,Bhandari,GPS Upper Baghty,13050304105
Wokha,Bhandari,GHS Lio Longidang,13050304901
Wokha,Bhandari,GHS Rachan Old Tssori,13050306703
Wokha,Bhandari,GMS New Tssori,13050301601
Wokha,Bhandari,GPS Chanpang Ongc,13050301803
Wokha,Bhandari,GPS Chanpang Village,13050301801
Wokha,Bhandari,GPS Longtsiri,13050305901
Wokha,Bhandari,GHS Akuk,13050300405
Wokha,Bhandari,GHS Mekokla,13050303302
Wokha,Bhandari,GHS Aitepyong,13050302501
Wokha,Bhandari,GMS Lakhuti B,13050300504
Wokha,Bhandari,GPS Akuk B,13050300403
Wokha,Bhandari,GPS Mekokla B,13050303303
Wokha,Bhandari,GPS Akahuto,13030600701
Wokha,Bhandari,GPS Aqhaitito,13030601401
Wokha,Bhandari,GPS Khakuthato,13030600801
Wokha,Bhandari,GPS Methethe,13030600501
Wokha,Bhandari,GPS Akuhaiqa,13030601301
Wokha,Bhandari,GPS Chanka,13050306501
Wokha,Bhandari,GPS New Akuk,13050301701
Wokha,Bhandari,GPS Hayiyan,13050306001
Wokha,Bhandari,GPS Mongphio,13050301301
Wokha,Bhandari,GPS New Lio Wokha,13050301901
Wokha,Bhandari,GPS Pangtong,13050304201
Wokha,Bhandari,GPS Roni,13050302001
Wokha,Bhandari,GPS Serika,13050304401
Wokha,Bhandari,GPS Sungkha,13050302901
Wokha,Bhandari,GMS Old Yanmhon,13050303101
Wokha,Bhandari,GPS Liphi,13050302401
Wokha,Bhandari,GPS Longjang,13050306901
Wokha,Bhandari,GPS Old Koro,13050304501
Wokha,Bhandari,GPS Yamhon New,13050303201
Wokha,Bhandari,GPS New Koro,13050307001
Wokha,Bhandari,GPS Ruchan,13050303102
Wokha,Bhandari,GHS Ralan,13050300301
Wokha,Bhandari,GPS Hanku,13050303701
Wokha,Bhandari,GPS Nrung Lonchum,13050300601
Wokha,Bhandari,GPS Woruku,13050302301
Wokha,Bhandari,GPS Yankeli,13050300101
Wokha,Bhandari,GPS Old Chandalashung,13050300201
Wokha,Bhandari,GPS Azuhoto,13050303501
Wokha,Bhandari,GPS Litchuyan,13050306101
Wokha,Bhandari,GPS New Amboto,13050303902
Wokha,Bhandari,GPS New Wozhu,13050303601
Wokha,Bhandari,GPS Old Amboto,13050303901
Wokha,Bhandari,GPS Old Wozhu,13050303401
Wokha,Bhandari,GPS Sumito,13050306601
Wokha,Bhandari,GMS Old Ralan,13050302204
Wokha,Bhandari,GHS Liphanyan,13050300801
Wokha,Bhandari,GMS New Chandalashung,13050301102
Wokha,Bhandari,GMS Yanpha,13050303002
Wokha,Bhandari,GPS Ronsuyan,13050306201
Wokha,Bhandari,GHS Yimpang,13050304602
Wokha,Bhandari,GMS Merapani,13050304301
Wokha,Bhandari,GPS Alikhum,13050300701
Wokha,Bhandari,GPS Lio Longchum,13050304701
Wokha,Bhandari,GPS Longayim,13050302701
Wokha,Bhandari,GPS Mekirang,13050301001
Wokha,Bhandari,GPS Yimpang,13050304601
Wokha,Sanis,GHS Longtsung,13050201701
Wokha,Sanis,GHS Lotsu,13050201902
Wokha,Sanis,GMS Pyotchu,13050202201
Wokha,Sanis,GPS Lotsu,13050201901
Wokha,Sanis,GPS Moilan,13050202101
Wokha,Sanis,GPS Morakjo,13050201801
Wokha,Sanis,GPS Pyangsa,13050202001
Wokha,Sanis,GHS Sanis,13050202601
Wokha,Sanis,GMS Mesangphen,13050201401
Wokha,Sanis,GPS Sanis 0 Point,13050201303
Wokha,Sanis,GPS Sanis Town,13050201301
Wokha,Sanis,GPS Sanis Village,13050201201
Wokha,Sanis,GMS Sunglup,13050201101
Wokha,Sanis,GHS Aree Old,13050200601
Wokha,Sanis,GHSS Sungro,13050202701
Wokha,Sanis,GMS Okotso,13050200501
Wokha,Sanis,GPS Pangti,13050200403
Wokha,Sanis,GPS Pangti A,13050200401
Wokha,Wokha,GHS Changsu,13050101101
Wokha,Wokha,GHS Englan,13050100304
Wokha,Wokha,GMS New Changsu,13050101001
Wokha,Wokha,GMS Yikhum B,13050103802
Wokha,Wokha,GPS Changsu A,13050101102
Wokha,Wokha,GPS Englan,13050100303
Wokha,Wokha,GPS Riphyim New,13050104501
Wokha,Wokha,GPS Old Riphyim ,13050104002
Wokha,Wokha,GPS Yikhum A,13050103801
Wokha,Wokha,GHSS Chukitong,13050100206
Wokha,Wokha,GMS Seluku,13050104601
Wokha,Wokha,GMS Tsungiki A,13050101701
Wokha,Wokha,GPS Koio,13050102401
Wokha,Wokha,GMS Mungya,13050102501
Wokha,Wokha,GMS Nungying,13050102201
Wokha,Wokha,GMS Elumyo,13050104703
Wokha,Wokha,GMS Humtso,13050103701
Wokha,Wokha,GHS Longsa,13050102005
Wokha,Wokha,GMS Longsa A,13050102001
Wokha,Wokha,GPS Niropen,13050107101
Wokha,Wokha,GPS Saron,13050107801
Wokha,Wokha,GMS Longla,13050102601
Wokha,Wokha,GMS Longsachung,13050103201
Wokha,Wokha,GMS N. Longidang,13050101906
Wokha,Wokha,GMS Niriyo,13050103301
Wokha,Wokha,GMS Nyro Centre,13050101202
Wokha,Wokha,GPS Yanthamo,13050103101
Wokha,Wokha,GHSS Wokha,13050106502
Wokha,Wokha,GMS Wokha Town B,13050106603
Wokha,Wokha,GMS Wokha Town D,13050107903
Wokha,Wokha,GPS GHSS Ward,13050107201
Wokha,Wokha,GPS Molonsu,13050106304
Wokha,Wokha,GPS Vungotchu,13050105602
Wokha,Wokha,GMS Wokha Town A,13050105902
Wokha,Wokha,GPS Bluehill,13050106204
Wokha,Wokha,GPS Midland Wokha,13050105401
Wokha,Wokha,GPS Orchid,13050106703
Wokha,Wokha,GMS Wokha Town C,13050106103
Wokha,Wokha,GPS Airfield,13050107601
Wokha,Wokha,GPS Etsutchukha,13050105803
Wokha,Wokha,GPS Titapen,13050105201
Wokha,Wokha,GHS Wokha Village,13050100605
Wokha,Wokha,GMS Wokha Village B,13050100603
Wokha,Wokha,GPS New Wokha Village,13050100606
Wokha,Wokha,GHS Wozhuro,13050101501
Wokha,Wokha,GPS Phiro A,13050102801
Wokha,Wokha,GPS Sankiton,13050103501
Wokha,Wokha,GPS Shaki,13050100501
Wokha,Wokha,GPS Totsu,13050102803
Wokha,Wokha,GMS Pongidong,13050103401
Wokha,Wokha,GPS Meriyan,13050103502
Zunheboto,Aghunato,GHSS Aghunato,13040400402
Zunheboto,Aghunato,GMS Aghunato Town,13040400401
Zunheboto,Aghunato,GPS Pwd Aghunato,13040400501
Zunheboto,Aghunato,GMS Aquba Old,13040400802
Zunheboto,Aghunato,GMS Luthsumi,13040401902
Zunheboto,Aghunato,GPS Aquba New,13040405501
Zunheboto,Aghunato,GPS Lukhuyi,13040401801
Zunheboto,Aghunato,GMS Asuto,13040400602
Zunheboto,Aghunato,GPS Asuto Town,13040400601
Zunheboto,Aghunato,GPS Yevishe,13040404101
Zunheboto,Aghunato,GMS Achikuchu,13040400102
Zunheboto,Aghunato,GPS Asuto Village,13040400701
Zunheboto,Aghunato,GPS Tokiye,13040405001
Zunheboto,Aghunato,GPS Yeshito,13040403301
Zunheboto,Aghunato,GPS Ghokishe,13040405601
Zunheboto,Aghunato,GPS Ghuvishe,13040403001
Zunheboto,Aghunato,GPS Luvishe New,13040402001
Zunheboto,Aghunato,GPS Luvishe Old,13040402101
Zunheboto,Aghunato,GPS Tsukomi New,13040404401
Zunheboto,Aghunato,GPS Zheishe,13040403501
Zunheboto,Aghunato,GMS Hoshepu,13040403802
Zunheboto,Aghunato,GMS Khekiye,13040403901
Zunheboto,Aghunato,GPS Khewoto,13040401101
Zunheboto,Aghunato,GPS Nihoshe S,13040404001
Zunheboto,Aghunato,GPS Khumishi S,13040401301
Zunheboto,Aghunato,GPS Khumishi Y,13040401302
Zunheboto,Aghunato,GMS Atokiji,13040401702
Zunheboto,Aghunato,GPS Kitahu,13040404301
Zunheboto,Aghunato,GPS Koiboto,13040401501
Zunheboto,Aghunato,GPS Tazuhu,13040402701
Zunheboto,Aghunato,GPS Tuzuhu,13040404901
Zunheboto,Aghunato,GMS Keltomi,13040400901
Zunheboto,Aghunato,GMS Ngozubo,13040402301
Zunheboto,Aghunato,GMS Phulesheto,13040402501
Zunheboto,Aghunato,GPS Melahu,13040402201
Zunheboto,Aghunato,GPS Nizhevi Aghunato,13040402401
Zunheboto,Aghunato,GMS Sahuboto,13040402601
Zunheboto,Aghunato,GPS Aghuilito,13040400301
Zunheboto,Aghunato,GMS L/Shevishe,13040401601
Zunheboto,Aghunato,GPS Lukikhe,13040404201
Zunheboto,Aghunato,GHS Tizu Island,13040403701
Zunheboto,Aghunato,GMS Kathara,13040403601
Zunheboto,Aghunato,GMS Aghiyilimi,13040400201
Zunheboto,Aghunato,GPS Khetoi,13040401001
Zunheboto,Aghunato,GMS Khukishe,13040401201
Zunheboto,Aghunato,GMS Tokiye,13040402903
Zunheboto,Aghunato,GMS Viyilho,13040403101
Zunheboto,Aghunato,GPS Thokihi,13040402801
Zunheboto,Aghunato,GPS Viyixe,13040403201
Zunheboto,Aghunato,GPS Yezashi,13040403401
Zunheboto,Akuluto,GMS Aizuto,13040200401
Zunheboto,Akuluto,GMS Aotsakilimi,13040203201
Zunheboto,Akuluto,GMS Naghuto Old,13040202001
Zunheboto,Akuluto,GPS Lokobomi,13040201401
Zunheboto,Akuluto,GPS Naghuto New,13040201901
Zunheboto,Akuluto,GHS Akuhaito Town,13040200801
Zunheboto,Akuluto,GMS Philimi,13040203801
Zunheboto,Akuluto,GHSS Akuluto,13040200604
Zunheboto,Akuluto,GMS Lumithsami,13040201101
Zunheboto,Akuluto,GPS Alaphumi,13040200201
Zunheboto,Akuluto,GPS Shichimi,13040202201
Zunheboto,Akuluto,GPS Sutemi,13040202501
Zunheboto,Akuluto,GPS Zunhekita,13040200612
Zunheboto,Akuluto,GHS Apukito,13040200303
Zunheboto,Akuluto,GPS Khungbo,13040202003
Zunheboto,Akuluto,GMS Asukhuto Town,13040200901
Zunheboto,Akuluto,GPS Asukhuto Village,13040200501
Zunheboto,Akuluto,GPS Vekuho Old,13040202701
Zunheboto,Akuluto,GHS Atoizu,13040203503
Zunheboto,Akuluto,GPS Atoizu Town,13040203501
Zunheboto,Akuluto,GPS Emloto,13040203702
Zunheboto,Akuluto,GPS Litsami,13040201201
Zunheboto,Akuluto,GPS Yesholutomi,13040202901
Zunheboto,Akuluto,GMS Sukomi,13040202301
Zunheboto,Akuluto,GMS Litta,13040201302
Zunheboto,Akuluto,GMS Sastami,13040203301
Zunheboto,Akuluto,GPS Ajiqa,13040204501
Zunheboto,Akuluto,GPS Izheto,13040203601
Zunheboto,Akuluto,GMS T Valley,13040201602
Zunheboto,Akuluto,GPS Lotisami New,13040204101
Zunheboto,Akuluto,GMS Rotomi,13040204002
Zunheboto,Akuluto,GPS Krimutomi,13040201001
Zunheboto,Akuluto,GPS Rotto New,13040204003
Zunheboto,Akuluto,GMS Sumi-Settsu,13040202401
Zunheboto,Akuluto,GPS Lumami,13040201501
Zunheboto,Akuluto,GPS Zaphumi,13040203001
Zunheboto,Akuluto,GHS Vk Town,13040203901
Zunheboto,Akuluto,GMS Phishumi,13040202101
Zunheboto,Akuluto,GPS Maromi,13040201701
Zunheboto,Akuluto,GPS Mukhami,13040201801
Zunheboto,Pughoboto,GHS Asukiqa,13040602903
Zunheboto,Pughoboto,GMS Tsaphimi,13040602001
Zunheboto,Pughoboto,GPS Ghokimi,13040602701
Zunheboto,Pughoboto,GPS Kitami,13040600801
Zunheboto,Pughoboto,GPS Puneboqa,13040603201
Zunheboto,Pughoboto,GMS Chishilimi,13040600601
Zunheboto,Pughoboto,GMS Chisholimi,13040600501
Zunheboto,Pughoboto,GHS Ghathasi,13040601704
Zunheboto,Pughoboto,GMS Iphonumi,13040601601
Zunheboto,Pughoboto,GPS Tukuliqa,13040602201
